Campus,Dorm_Name,URL,Features
Cook/Douglass,Perry Hall,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/perry-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  174 
 Number of Floors:  4 
 Average Room Size:  11x18 
 Availability:  First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Near the Cook Student Center, Cook/Douglass Recreation Center, and intramural fields. Also a short walk to Neilson Dining Hall. 
 
 Features & Amenities 
 
 Air-cooled* Vending machines Wifi throughout the building Laundry facility Park/playground, basketball court, tennis court Building main lounge Building study lounge Floor lounge(s) Flat screen television(s) (with cable) Pool table, foosball table Communal kitchen (with stovetop and oven) (on every floor/wing) Communal bathroom (separated by gender) Ramp leading into building an entranceway Automated building entrance doors *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Hardwood flooring Carpeted flooring"
Cook/Douglass,Newell Apartments,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/newell-apartments,"Type of Residence Hall:  Apartments 
 Number of Students:  982 
 Number of Floors:  2 
 Average Room Size:  13x11 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 A short walk from the Cook Student Center, Cook/Douglass Recreation Center, intramural fields, Neilson Dining Hall, and The Barkyard Playground for Puppy Raisers and Seeing Eye Clubs. 
 
 Features & Amenities 
 
 Air-cooled* Laundry facility and main lounge located in PAL Building Certain building entrances accessible by ramp Basketball courts *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my apartment? Twin extra long bed and mattress Wardrobe Dresser Desk Chair Blinds or curtains Cable TV ready (in every room) Wifi in bedrooms Linoleum flooring/carpeted flooring Couch Arm chair Coffee Table Dining room table and chairs Kitchen island with chairs Sink Full size refrigerator Stove/oven Cabinet space Pantry room"
Cook/Douglass,Lippincott Hall,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/lippincott-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  238 
 Number of Floors:  4 
 Average Room Size:  11x14 
 Availability:  First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 A short walk to Neilson Dining Hall, Cook Student Center, Cook/Douglass Recreation Center, and intramural fields. Also close to the Douglass College Center and the Rutgers Arts Complex. 
 
 Features & Amenities 
 
 Wifi throughout the building Laundry facility Building main lounge Building study lounge Floor lounge(s) Flat screen television(s) (with cable) Ping pong table, foosball table, pool table Communal kitchen (with stovetop and oven) (on every floor/wing) Communal microwave, sink Communal bathroom (separated by gender) Elevator 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Desk Chair Microfridge Blinds or curtains Cable TV ready (in every room) Wifi in bedrooms Laminate flooring"
Cook/Douglass,Henderson Apartments,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/henderson-apartments,"Type of Residence Hall:  Apartments 
 Number of Students:  274 
 Number of Floors:  4 
 Average Room Size:  12x16 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Nielson Dining Hall, Cook/Douglass Recreation Center, and Cook Student Center. 
 
 Features & Amenities 
 
 Air-cooled* Vending machines Wifi throughout the building Laundry facility Building main lounge Communal kitchen with oven (no stovetop) (one in the building) Private bathroom in apartment Lounge has communal bathrooms Automated building entrance to the lounge with swipe Ramp leading to a specific house (7) *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my apartment? Twin extra long bed and mattress Closet space Dresser Desk Chair Blinds or curtains Wifi in bedrooms Linoleum flooring Couch Arm chair Coffee Table Side Table(s) Dining room table and chairs Lamps Sink Full size refrigerator Stove/oven Cabinet space Pantry room"
Cook/Douglass,Katzenbach Hall,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/katzenbach-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  236 
 Number of Floors:  4 
 Average Room Size:  11x14 
 Availability:  First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Neilson Dining Hall, Cook Student Center, Cook/Douglass Recreation Center, intramural fields, Hickman Hall, and Douglass Student Center. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility Building main lounge Building study lounge House/floor lounge(s) Flat screen televisions with cable (in some lounges) Communal kitchen (one in the building with stovetop and oven), communal microwave, sink Communal bathroom (separated by gender) Elevator Ramp leading up to building entranceway Automated building entrance doors (one room with swipe entry) Outdoor gazebo 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Wifi in bedrooms Linoleum flooring"
Cook/Douglass,Starkey Apartments,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/starkey-apartments,"Type of Residence Hall:  Apartments 
 Number of Students:  384 
 Number of Floors:  3 
 Average Room Size:  11x18 
 Availability:  Continuing Students, Graduate Students 
 Contract Type:  Graduate Full Calendar Year 12-month – Open During University Breaks, Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Near the Cook Student Center, Cook/Douglass Recreation Center, intramural fields, and The Barkyard Playground for Puppy Raisers and Seeing Eye Clubs. Also a short walk to Neilson Dining Hall. 
 
 Features & Amenities 
 
 Air-cooled* Laundry facility and main lounge located in PAL Building Ramp leading into building entranceway Basketball courts *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my apartment? Twin extra long bed and mattress Wardrobe Dresser Desk Chair Blinds or curtains Cable TV ready (in every room) Wifi in bedrooms Linoleum flooring/carpeted flooring Couch Arm chair Coffee Table Dining room table and chairs Kitchen island with chairs Sink Full size refrigerator Stove/oven Cabinet space Pantry room"
Cook/Douglass,New Gibbons,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/new-gibbons,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  442 
 Number of Floors:  3 
 Average Room Size:  13x16 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Mason Gross School of the Arts, Neilson Dining Hall 
 
 Features & Amenities 
 
 Vending machines Wifi throughout the building Laundry facility Courtyard in the center of each complex Recreation lounge with attached full-communal kitchen (2 in complex) Communal refrigerator, sink Practice rooms for Mason Gross students, piano Building main lounge Building study lounge Floor lounge(s) Flat screen television(s) (with cable) Pool table, ping pong table Communal bathroom (separated by gender) Communal bathroom (gender neutral) Bus stop is located directly in front of building Ramp leading into building an entranceway (only for New Gibbons A6 building) 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Cable TV ready (in every room) Wifi in bedrooms Carpeted flooring"
Cook/Douglass,Helyar House,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/helyar-house,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  40 
 Number of Floors:  2 
 Average Room Size:  12x15 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Neilson Dining Hall, Cook Student Center, Chang Library, Cook/Douglass Recreation Center, intramural fields. Is a short walk to Douglass Student Center, Douglass Library, Laurie Music Library, Rutgers Arts Center complex. 
 
 Features & Amenities 
 
 Wifi throughout the building Laundry facility Building study lounge Dining room Ping pong table Communal kitchen (with stovetop and oven) (one in the building) Communal microwave Communal refrigerator, sink Communal bathroom (separated by gender) 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Wardrobe Dresser Desk Chair Blinds or curtains Wifi in bedrooms Linoleum flooring Couch arm chair Side Table(s) TV Stand Linoleum flooring"
Cook/Douglass,Voorhees Residence Hall,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/voorhees-residence-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  222 
 Number of Floors:  4 
 Average Room Size:  11 x 16  
 Availability:  First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Near Cook Student Center, Cook/Douglass Recreation Center, and intramural fields. Also a short walk to Neilson Dining Hall. 
 
 Features & Amenities 
 
 Air-cooled* Vending machines Wifi throughout the building Laundry facility Basketball court, tennis court Building main lounge Building study lounge Floor lounge(s) Ping pong table, foosball table Communal bathroom (separated by gender) *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Wardrobe Dresser Desk Chair Microfridge Blinds or curtains Wifi in bedrooms Carpeted flooring"
Cook/Douglass,Woodbury Bunting-Cobb Hall,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/woodbury-bunting-cobb-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  228 
 Number of Floors:  3 
 Average Room Size:  11 x 16 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Adjacent to Neilson Dining Hall and intramural fields. A short walk to the Douglass Student Center, Library, Cook Student Center, Cook/Douglass Recreation Center, Music Library, and Rutgers Arts Center Complex. 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Laundry facility Building main lounge Building study lounge Floor lounge Pool table Communal kitchen (with stovetop and oven) (on every floor/wing) Communal microwave Communal refrigerator, sink Communal bathroom (separated by gender) Ramp leading into building an entranceway Automated building entrance doors 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Wifi in bedrooms Linoleum flooring"
Cook/Douglass,Jameson Hall,https://ruoncampus.rutgers.edu/living-on-campus/cookdouglass/jameson-hall,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  280 
 Number of Floors:  2 floors (Jameson G), 3 floors (Jameson W) 
 Average Room Size:  Varies 
 Availability:  Continuing Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Jameson is located on the side of campus facing downtown New Brunswick and is a short walk to the Douglass Student Center, the bus stop, and the Mabel Smith Douglass Library. 
 
 Features & Amenities 
 
 Air-cooled* (Jameson G) Air conditioning (lounges only) (Jameson C) Elevator (Jameson G) Automated building entrance doors (Jameson G) Vending machines (Jameson A, B, C, D, G, H) Wifi throughout the building (Jameson A, B, C, D, G, H) Laundry facility (Jameson A, B, C, G, H) Multipurpose room (through reservation) (Jameson G) Building main lounge (Jameson A, B, C, D, G, H) Building study lounge (Jameson C, G, H) Active/working fireplace (Jameson G) Flat screen television(s) (with cable) (Jameson A, B, C, D, G, H) Pool table (Jameson C, Communal kitchen (with stovetop and oven) (one in building) (Jameson C, H) Communal refrigerator, microwave, sink) (Jameson C, H) Communal bathroom (separated by gender) (Jameson A, B, C, D, G, H) *Students living in air-cooled halls are encouraged to review our  moisture control resources . 
 
 What's included in my space? 
 
 Twin extra long bed and mattress Closet space Wardrobe Dresser (Jameson G ONLY) Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Cable TV ready (in every room) Wifi in bedrooms Carpeted flooring Linoleum flooring (Jameson G ONLY)"
Livingston,Quad I,https://ruoncampus.rutgers.edu/living-on-campus/livingston/quad-i,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  468 
 Number of Floors:  5 
 Average Room Size:  14 x 15 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Lots of green space, adjacent to Livingston Recreation Center. Near Livingston Student Center, Tillett Hall, Livingston Dining Commons, and the Livingston Arts Center. Short walk to Louis Brown Athletic Center, and the  Plaza at Livingston . 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Media room Laundry facility Building main lounge Building study lounge House lounge(s) Pool table, ping pong table, foosball table Communal kitchen (one in the building) Communal bathroom (separated by gender) 
 
 What's included in my space? 
 
 Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Ceiling fan Linoleum flooring"
Livingston,Lynton Towers South,https://ruoncampus.rutgers.edu/living-on-campus/livingston/lynton-towers-south,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  343 
 Number of Floors:  7 
 Average Room Size:  Varies 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Adjacent to Livingston Student Center, Livingston Dining Commons. Near Tillett Hall, Kilmer Area Library, Livingston Recreation Center, intramural fields, and a short walk to  Louis Brown Athletic Center  and the  Plaza at Livingston , home to: Starbucks, Qdoba Mexican Grill, Rutgers Cinema, Kilmer’s Market, kite+key Rutgers Tech Store, Hoja Asian Fusion, Henry’s Diner, 16 Handles, and The Wright Cut. 
 
 Features & Amenities 
 
 Vending machines Wifi throughout the building Coffee house Laundry facility Building main lounge House/floor lounge(s) Pool table, ping pong table, foosball table Air hockey table Communal kitchen (with stovetop and oven) (on every floor/wing) Communal bathroom (separated by gender) Connecting corridor and main lounge are air cooled Elevator 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Wardrobe Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Ceiling fan Linoleum flooring"
Livingston,Quad II,https://ruoncampus.rutgers.edu/living-on-campus/livingston/quad-ii,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  505 
 Number of Floors:  5 
 Average Room Size:  14 x 15 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Lots of green space, adjacent to Livingston Recreation Center. Near Livingston Student Center, Tillett Hall, Livingston Dining Commons, and the Livingston Arts Center. Short walk to Louis Brown Athletic Center, and the  Plaza at Livingston . 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Media room Laundry facility Building main lounge Building study lounge House lounge(s) Pool table, ping pong table, foosball table Communal kitchen (with stovetop and oven) (one in the building) (reserved for PALS students) Communal bathroom (separated by gender) 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Wifi in bedrooms Ceiling fan Linoleum flooring"
Livingston,Livingston Apartments,https://ruoncampus.rutgers.edu/living-on-campus/livingston/livingston-apartments,"Type of Residence Hall:  Apartments 
 Number of Students:  1,488 
 Number of Floors:  Up to 7 
 Average Room Size:  Varies 
 Availability:  Continuing Students, Graduate Students 
 Contract Type:  Graduate Academic Year Two Semesters 9-month – Open During University Breaks, Graduate Full Calendar Year 12-month – Open During University Breaks, Undergraduate Academic Year (Two Semesters 9-Month) 
 
 
 
 
 
 What's Nearby? 
 
 Livingston Student Center, Dining Hall, Kilmer Library, Livingston Plaza retail, Livingston Campus academic buildings, Louis Brown Athletic Center (RAC), Livingston Recreation Center. 
 
 Features & Amenities 
 
 Air conditioning Vending machines Wifi throughout the building Laundry facility Building main lounge Building study lounge Floor lounge(s) Pool table, ping pong table, foosball table Communal demo kitchens (with stovetop and oven) with seating up to 30 people (one in each building: A, B, C) On-site computer lab (Building C) Additional study and programming spaces (Reading Rooms) Conveniently located above the Livingston Plaza shops (retail, restaurants, cinema) Elevator Ramp leading into building an entranceway Automated building entrance doors 
 
 What's included in my space? 
 
 What’s included in my apartment? Twin extra long bed and mattress Wardrobe Dresser Desk Chair Blinds or curtains Wifi in bedrooms Hardwood flooring Couch Arm chair Coffee Table Side Table(s) TV stand Kitchen island with chairs Lamps Hallway storage space/closet Sink Full size refrigerator"
Livingston,Quad III,https://ruoncampus.rutgers.edu/living-on-campus/livingston/quad-iii,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  494 
 Number of Floors:  5 
 Average Room Size:  14x15 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Lots of green space, adjacent to Livingston Recreation Center. Near Livingston Student Center, Tillett Hall, Livingston Dining Commons, and the Livingston Arts Center. Short walk to Louis Brown Athletic Center, and the  Plaza at Livingston . 
 
 Features & Amenities 
 
 Air conditioning (lounges only) Vending machines Wifi throughout the building Coffee house Laundry facility Across street from Livingston Rec Center and outdoor rec facilities Bus stop in front of building Building main lounge Building study lounge House lounge(s) Coffee House lounge (dining/work/social area) with stage and lighting (hours range from 8pm-2am) Pool table, ping pong table, foosball table Flat-screen TV Communal kitchen with oven (no stovetop) (one in the building), sink Communal bathroom (separated by gender) 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Closet space Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Ceiling fan Linoleum flooring"
Livingston,Lynton Towers North,https://ruoncampus.rutgers.edu/living-on-campus/livingston/lynton-towers-north,"Type of Residence Hall:  Traditional Hall 
 Number of Students:  343 
 Number of Floors:  7 
 Average Room Size:  Varies 
 Availability:  Continuing Students, First-Year Students 
 Contract Type:  Undergraduate Academic Year (Two semesters) 
 
 
 
 
 
 What's Nearby? 
 
 Adjacent to Livingston Student Center, Livingston Dining Commons. Near Tillett Hall, Kilmer Area Library, Livingston Recreation Center, intramural fields, and a short walk to  Louis Brown Athletic Center  and the  Plaza at Livingston , home to: Starbucks, Qdoba Mexican Grill, Rutgers Cinema, Kilmer’s Market, kite+key Rutgers Tech Store, Hoja Asian Fusion, Henry’s Diner, 16 Handles, and The Wright Cut. 
 
 Features & Amenities 
 
 Vending machines Wifi throughout the building Coffee house Laundry facility Building main lounge House/floor lounge(s) Pool table, ping pong table, foosball table Air hockey table Communal kitchen (with stovetop and oven) (on every floor/wing) Communal bathroom (separated by gender) Connecting corridor and main lounge are air cooled Elevator 
 
 What's included in my space? 
 
 What’s included in my room? Twin extra long bed and mattress Wardrobe Dresser Desk Chair Microfridge Blinds or curtains Mirrors (in every room) Wifi in bedrooms Ceiling fan Linoleum flooring"
